Age,Nationality,Potential,Club,Value,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Position,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes
1,60,2,113,1,2,0,1.0,2.0,3.0,2,2,23,3,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,4,3,3,3,4,5,5,5,4,4,4,4,3,2,3,2,1,4,3,4,4,2,2,1,1,1,1,1,1
3,20,1,168,1,2,1,1.0,2.0,2.0,8,5,7,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,3,3,4,3,3,3,3,4,3,3,4,4,5,3,4,4,2,3,3,4,4,4,4,1,1,1,1,1
2,156,2,312,1,3,0,1.0,2.0,3.0,6,2,1,4,3,3,3,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,3,3,3,4,4,4,4,1,1,1,1,1
3,120,1,259,1,2,1,1.0,3.0,2.0,8,2,1,5,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,2,2,4,4,2,3,3,3,4,4,3,3,3,4,2,4,5,4,4,3,4,4,2,3,3,4,4,4,4,1,1,1,1,1
2,85,2,301,1,4,0,2.0,4.0,3.0,0,2,0,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,5,4,4,4,4,4,4,3,4,3,3,3,1,1,1,1,1
4,6,2,633,1,4,1,3.0,3.0,3.0,6,5,16,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,3,3,4,4,4,4,4,4,4,3,5,5,4,4,4,4,4,5,4,1,1,1,1,1
4,30,1,280,1,3,0,1.0,5.0,3.0,2,5,11,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,4,4,3,4,3,4,3,3,3,4,4,4,4,4,4,4,3,5,4,3,4,3,4,4,4,4,2,2,3,1,1,1,1,1
2,137,1,113,1,3,0,1.0,3.0,3.0,2,5,13,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,4,3,3,3,3,3,1,1,1,1,1
1,121,3,640,1,3,0,1.0,2.0,4.0,2,2,14,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,3,3,3,4,4,3,3,4,3,4,4,3,3,4,5,5,4,3,4,4,3,4,3,3,4,3,4,4,3,4,3,3,3,1,1,1,1,1
3,59,1,506,1,2,1,1.0,3.0,2.0,8,2,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,2,4,3,2,3,2,2,3,3,3,3,4,4,4,2,5,4,4,2,4,4,2,3,3,3,4,4,4,1,1,1,1,1
2,35,2,291,1,3,1,1.0,3.0,2.0,6,5,7,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,3,4,4,4,4,3,3,4,3,4,4,4,5,4,4,4,3,3,4,4,4,4,4,1,1,1,1,1
2,55,2,189,1,3,1,1.0,2.0,3.0,7,5,11,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,2,4,4,4,4,5,4,5,4,3,3,3,4,3,2,4,4,4,4,2,2,2,1,1,1,1,1
1,121,3,409,1,3,1,1.0,4.0,4.0,8,2,13,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,4,4,3,4,4,5,4,4,4,4,4,4,4,4,3,2,4,4,4,4,3,2,2,1,1,1,1,1
3,59,1,257,1,4,0,1.0,2.0,3.0,8,5,6,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,5,4,4,3,4,4,3,3,3,4,4,4,4,1,1,1,1,1
1,55,2,563,1,3,0,1.0,3.0,3.0,8,2,21,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,2,2,2,3,4,4,4,4,3,4,4,4,3,4,4,4,4,4,3,4,4,3,4,4,3,1,4,4,4,3,2,2,1,1,1,1,1,1
2,6,2,483,1,2,1,1.0,2.0,2.0,3,5,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,2,2,4,3,2,3,2,2,3,3,4,4,3,4,3,3,5,3,5,2,4,4,2,2,3,4,4,4,4,1,1,1,1,1
1,78,4,267,1,2,1,1.0,3.0,3.0,1,2,22,4,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,3,3,3,4,4,5,4,3,4,4,4,4,4,3,3,2,4,3,4,3,2,2,1,1,1,1,1,1
2,13,2,150,1,4,1,1.0,5.0,3.0,8,5,11,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,1,1,1,1,1
2,137,1,271,1,3,1,1.0,3.0,3.0,8,5,21,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,3,4,3,4,2,2,4,4,4,4,4,4,3,3,3,4,4,4,2,4,4,4,3,3,3,4,4,2,1,1,2,2
1,18,2,237,1,2,1,1.0,3.0,2.0,8,5,25,4,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,4,3,3,3,3,2,2,4,4,3,4,3,4,4,4,3,4,4,4,1,3,2,4,3,3,2,2,1,1,1,1,1
2,9,1,246,1,2,1,1.0,4.0,4.0,8,2,21,3,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,4,4,3,3,4,4,4,4,4,4,3,5,4,3,3,3,2,4,4,3,4,2,1,2,1,1,1,1,1
3,104,3,469,1,3,0,1.0,2.0,2.0,8,2,1,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,2,4,4,2,3,2,2,4,4,3,4,3,4,2,4,4,4,5,3,5,5,3,3,3,4,4,5,4,1,1,1,1,1
1,6,3,612,1,3,0,1.0,3.0,4.0,2,2,8,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,4,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,2,4,4,3,4,2,2,2,1,1,1,1,1
4,159,1,187,1,4,0,2.0,2.0,2.0,8,5,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,3,3,3,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1
3,54,1,381,1,3,1,1.0,5.0,3.0,4,8,20,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,4,4,4,4,4,3,3,3,4,5,4,4,4,4,4,3,2,4,4,3,4,3,3,3,1,1,1,1,1
4,46,2,89,1,4,0,1.0,4.0,3.0,8,5,8,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,3,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1
2,31,1,44,1,2,0,1.0,3.0,3.0,8,2,11,2,2,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,2,2,2,3,4,4,2,4,3,4,4,4,4,4,5,4,4,3,4,4,4,3,2,3,3,1,3,4,2,3,3,2,2,1,1,1,1,1
3,31,1,142,1,3,1,1.0,2.0,3.0,1,5,8,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,2,2,1,1,1,1,1
3,104,2,564,1,3,0,2.0,3.0,4.0,1,2,21,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,2,4,4,5,4,4,4,5,5,4,5,4,4,4,5,4,3,4,3,2,4,4,4,5,2,2,2,1,1,1,1,1
1,125,2,500,1,3,1,1.0,4.0,3.0,1,5,11,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,4,5,4,5,4,4,4,4,4,4,4,4,2,4,4,4,4,2,3,2,1,1,1,1,1
3,137,1,591,1,2,1,1.0,3.0,2.0,8,2,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,2,4,4,2,4,3,2,3,4,3,4,4,4,3,3,4,4,4,2,4,4,3,3,3,4,4,4,4,1,1,1,1,1
3,155,1,421,1,3,0,1.0,3.0,3.0,0,5,25,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,2,4,4,4,4,4,4,4,5,5,4,4,5,1,4,3,4,4,2,2,1,1,1,1,1,1
3,149,1,386,1,3,1,1.0,3.0,3.0,2,2,0,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,2,4,4,4,4,3,3,3,1,1,1,1,1
3,59,1,506,1,3,0,1.0,2.0,3.0,2,5,6,2,3,3,3,3,4,3,3,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,4,4,3,4,4,4,4,4,4,5,3,4,4,4,3,4,4,3,3,3,4,4,4,4,1,1,1,1,1
2,6,2,273,1,4,0,1.0,3.0,3.0,0,5,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,3,5,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1
4,121,1,342,1,3,1,2.0,5.0,3.0,8,5,11,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,5,3,3,4,4,3,3,4,4,4,4,2,3,2,1,1,1,1,1
2,18,3,52,1,4,0,2.0,2.0,3.0,6,8,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,2,3,4,4,4,3,4,3,5,4,4,5,3,5,4,4,3,3,4,4,5,4,1,1,1,1,1
2,148,3,291,1,3,1,1.0,3.0,4.0,2,2,21,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,5,4,3,3,4,5,5,5,4,4,4,4,4,3,4,3,2,4,4,4,4,2,2,2,1,1,1,1,1
3,137,1,113,1,3,1,1.0,4.0,3.0,8,5,21,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,3,3,3,4,4,2,4,3,4,3,3,4,4,4,4,4,4,5,3,4,2,2,4,3,4,4,4,3,3,3,4,3,1,1,1,1,1
3,130,2,264,1,4,1,1.0,3.0,3.0,0,2,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,5,5,5,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1
3,20,1,261,1,3,1,1.0,3.0,3.0,8,5,16,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,4,4,4,4,1,1,1,1,1
3,20,1,138,1,4,0,1.0,3.0,3.0,8,5,13,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,3,4,4,4,4,4,4,4,5,5,4,4,4,5,4,4,4,4,4,3,4,4,4,4,2,3,3,1,1,1,1,1
1,46,2,409,1,3,1,1.0,3.0,2.0,0,2,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,3,2,4,4,4,4,4,4,3,3,4,5,4,3,4,4,3,3,3,3,4,4,4,1,1,1,1,1
1,130,3,19,1,3,0,1.0,3.0,3.0,8,2,2,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,4,2,4,4,3,4,4,4,4,5,4,4,4,4,5,3,3,4,4,3,4,3,4,4,4,4,1,1,1,1,1
4,133,3,250,1,2,1,3.0,2.0,2.0,6,5,7,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,2,2,5,4,3,3,2,2,4,3,3,4,3,4,3,3,4,4,5,2,5,4,2,2,2,4,4,5,4,1,1,1,1,1
1,55,3,374,1,3,1,1.0,3.0,2.0,6,2,2,3,2,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,3,4,2,3,3,3,4,4,4,4,4,4,4,4,3,4,4,3,4,4,3,4,3,3,4,4,4,1,1,1,1,1
1,126,2,427,1,3,1,1.0,4.0,3.0,8,2,0,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,4,3,3,3,4,5,4,4,4,4,4,3,4,3,3,4,2,4,4,3,4,3,3,3,1,1,1,1,1
4,55,1,15,1,3,1,1.0,3.0,2.0,6,2,7,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,2,4,4,2,4,4,3,4,4,2,2,3,4,3,3,4,4,4,3,4,4,3,4,4,4,4,4,4,1,1,1,1,1
2,20,1,523,1,1,1,1.0,2.0,2.0,8,5,1,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,2,4,3,2,3,2,2,3,3,3,3,3,3,2,3,3,3,5,2,4,4,2,2,2,3,4,4,4,1,1,1,1,1
3,96,1,45,1,3,0,1.0,3.0,2.0,0,2,6,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,2,4,4,4,4,4,4,4,4,4,5,4,3,4,4,3,3,2,4,4,4,4,1,1,1,1,1
2,143,2,213,1,3,0,1.0,3.0,3.0,8,2,0,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,3,2,4,4,4,4,4,4,4,4,4,4,4,5,4,3,4,3,3,3,2,4,4,3,3,4,2,2,1,1,1,1,1
4,130,2,81,1,3,1,1.0,2.0,2.0,6,5,2,4,3,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,4,3,4,3,2,4,4,3,3,3,4,3,4,4,5,5,3,5,4,3,3,3,4,4,4,4,1,1,1,1,1
3,137,2,182,1,3,1,1.0,3.0,3.0,8,2,22,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,5,4,3,3,5,4,5,4,4,4,4,4,4,4,4,4,2,4,3,4,4,3,2,1,1,1,1,1,1
3,46,1,635,1,2,0,1.0,3.0,2.0,5,2,7,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,3,2,4,3,2,3,3,3,3,3,3,3,2,4,2,3,3,4,5,2,4,4,2,3,3,4,4,4,4,1,1,1,1,1
1,137,2,271,1,2,1,1.0,3.0,2.0,2,5,16,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,4,3,3,3,4,4,3,3,3,4,3,2,2,3,2,4,3,2,3,4,5,5,4,3,4,3,3,4,3,2,3,3,4,3,2,3,3,4,3,1,1,1,1,1
2,77,1,351,1,2,1,1.0,4.0,3.0,8,5,13,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,2,2,2,3,4,4,3,4,3,4,3,2,3,4,4,4,4,3,4,4,3,2,4,4,2,2,4,3,3,3,2,2,2,1,1,1,1,1
1,120,2,331,1,3,1,1.0,4.0,3.0,2,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,2,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,3,4,3,4,4,4,3,1,1,1,1,1
1,137,4,374,1,2,1,1.0,5.0,4.0,8,5,13,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,2,2,2,3,3,4,2,4,3,4,4,3,3,4,4,4,5,4,5,4,4,3,2,4,3,1,4,4,3,4,3,2,2,1,1,1,1,1
2,112,2,101,1,3,1,1.0,4.0,2.0,6,5,1,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,4,3,3,4,4,4,4,4,4,4,4,4,5,4,3,4,4,4,4,3,4,4,4,4,1,1,1,1,1
3,6,1,147,1,2,0,1.0,3.0,2.0,8,5,7,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,3,2,4,3,3,3,4,3,4,3,2,2,2,4,2,3,3,3,5,2,4,4,2,3,4,4,4,4,4,1,1,1,1,1
4,85,1,596,1,3,0,1.0,3.0,3.0,8,5,8,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,4,4,4,1,1,1,1,1
3,6,1,141,1,3,1,1.0,3.0,3.0,7,5,13,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,4,3,3,2,4,5,4,5,4,4,4,4,5,4,4,3,3,4,3,4,4,3,2,2,1,1,1,1,1
2,142,2,99,1,3,1,1.0,3.0,3.0,0,5,8,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,3,4,4,4,4,4,4,5,3,2,5,4,3,3,4,4,4,3,4,4,4,3,1,1,1,1,1
4,55,1,458,1,3,1,2.0,3.0,3.0,8,5,21,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,3,3,3,4,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3,4,4,3,4,4,4,4,4,3,3,3,1,1,1,1,1
4,6,3,482,1,2,1,3.0,2.0,2.0,8,5,7,5,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,4,5,5,5,4,3,3,5,4,2,3,3,2,4,4,2,3,2,5,2,4,3,4,5,2,5,5,2,3,2,5,5,5,4,1,1,1,1,1
2,59,1,497,1,1,1,1.0,3.0,2.0,8,5,1,5,5,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,4,4,4,3,3,4,4,4,3,2,2,4,3,2,2,2,2,3,3,2,2,2,4,2,3,2,2,5,2,4,4,2,3,2,3,4,4,4,1,1,1,1,1
2,137,2,271,1,3,0,1.0,2.0,3.0,0,5,11,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,4,2,4,4,3,4,4,5,5,5,3,4,2,4,4,4,2,4,4,4,3,2,4,4,4,4,1,1,1,1,1
4,137,1,467,1,4,1,1.0,3.0,3.0,8,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,5,4,4,4,3,4,4,4,4,4,5,4,4,4,5,4,3,4,4,4,4,4,4,1,1,1,1,1
3,107,1,128,1,4,1,1.0,4.0,3.0,6,5,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,1,1,1,1,1
1,129,3,23,1,1,0,1.0,3.0,2.0,6,8,7,4,3,3,3,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,2,4,3,2,2,2,2,2,3,3,4,2,3,3,3,4,4,5,2,5,4,1,2,3,3,4,4,4,1,1,1,1,1
4,137,2,459,1,3,1,1.0,3.0,3.0,8,5,16,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,3,4,4,4,4,4,4,4,3,4,4,4,3,5,4,4,4,3,5,3,4,5,1,1,1,1,1
3,46,1,384,1,4,1,1.0,3.0,3.0,0,5,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,3,4,4,4,5,4,4,4,4,5,5,5,4,4,4,4,4,3,4,4,4,4,1,1,1,1,1
3,137,1,172,1,3,0,1.0,2.0,3.0,1,5,21,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,4,4,3,3,4,4,5,4,4,4,4,4,4,4,4,3,3,4,4,3,4,3,2,2,1,1,1,1,1
3,143,3,404,1,4,1,2.0,4.0,2.0,2,5,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,3,3,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1
4,121,2,419,1,2,1,2.0,3.0,2.0,5,5,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,1,4,4,2,3,3,3,4,4,2,2,2,4,2,4,4,3,5,3,4,4,3,3,3,4,4,4,4,1,1,1,1,1
3,35,1,319,1,1,1,1.0,2.0,2.0,8,5,17,5,4,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,2,1,4,4,1,2,2,2,4,3,2,3,3,3,2,3,3,4,5,2,4,4,2,3,2,4,4,4,4,1,1,1,1,1
1,41,2,200,1,2,0,1.0,3.0,2.0,8,2,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,3,2,4,4,2,3,2,2,3,3,4,4,4,4,4,2,4,4,4,2,4,4,2,2,2,4,4,4,4,1,1,1,1,1
1,151,2,585,1,3,0,1.0,4.0,3.0,2,5,21,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,4,4,4,4,4,4,4,5,4,5,4,3,4,2,4,3,2,4,4,3,4,2,2,2,1,1,1,1,1
1,59,4,616,1,3,0,1.0,2.0,3.0,2,2,6,4,3,3,3,3,4,3,3,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,4,4,3,4,4,4,4,4,3,4,4,4,4,3,2,3,4,3,3,3,3,4,4,4,1,1,1,1,1
3,18,2,574,1,2,1,2.0,3.0,2.0,8,5,7,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,2,2,4,4,3,2,2,2,3,3,3,4,3,4,4,3,4,4,5,3,5,4,2,3,2,4,4,4,4,1,1,1,1,1
2,20,2,35,1,3,1,1.0,3.0,4.0,2,2,0,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,4,4,5,5,4,3,4,4,4,4,3,4,3,2,4,4,4,4,3,2,2,1,1,1,1,1
2,20,2,261,1,2,1,1.0,2.0,2.0,6,5,7,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,2,2,4,4,2,2,2,2,3,3,3,3,3,4,3,3,5,3,4,2,5,4,2,2,3,4,4,4,4,1,1,1,1,1
2,155,2,230,1,2,1,1.0,3.0,2.0,5,2,17,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,2,1,4,4,2,3,2,2,3,4,4,3,3,4,3,2,4,4,5,2,5,4,2,2,2,4,4,4,4,1,1,1,1,1
3,100,1,455,1,4,1,1.0,3.0,3.0,0,8,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,5,4,5,4,5,4,4,4,3,4,4,4,4,1,1,1,1,1
1,31,2,313,1,1,1,1.0,3.0,2.0,8,2,1,4,3,3,3,3,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3,3,3,3,3,4,4,4,3,2,2,4,3,2,2,2,2,2,3,3,3,3,3,3,3,4,4,5,1,3,4,2,3,3,3,4,4,4,1,1,1,1,1
2,155,2,472,1,2,1,1.0,4.0,2.0,2,5,25,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,3,3,2,4,4,5,4,4,4,4,4,4,4,3,4,2,4,3,4,4,2,2,2,1,1,1,1,1
2,46,2,356,1,3,0,1.0,3.0,3.0,2,2,25,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,2,2,1,1,1,1,1,1
